step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
5332,2023-07-03 13:30:50.120881573,1,193.68,14.0,-0.2805595820430067,0.25398218204301576,0.009999999999990905,0.0165774
5333,2023-07-03 13:30:50.120903828,1,193.68,16.0,-0.466387143515702,0.43991004351571106,0.009999999999990905,0.0164771
5334,2023-07-03 13:30:50.130727586,2,193.68,18.0,-0.5344133640860225,0.5079643640860315,0.009999999999990905,0.016449
5335,2023-07-03 13:30:50.137140790,1,193.68,25.0,-0.5343899640860225,0.5079643640860315,0.009999999999990905,0.0164256
5336,2023-07-03 13:30:50.143315403,1,193.68,12.0,-0.5344247640860225,0.5079643640860315,0.009999999999990905,0.0164604
5337,2023-07-03 13:30:50.143362752,1,193.69,19.0,-0.39774657306452366,0.38097327306452367,0.0,0.0167733
5338,2023-07-03 13:30:50.143362752,1,193.69,17.0,-0.37595834644634524,0.35918504644634525,0.0,0.0167733
5339,2023-07-03 13:30:50.143362752,1,193.69,13.0,-0.5846947241219096,0.5679214241219096,0.0,0.0167733
5340,2023-07-03 13:30:50.143362752,1,193.69,21.0,-0.37595834644634524,0.35918504644634525,0.0,0.0167733
5341,2023-07-03 13:30:50.143553582,2,193.69,5.0,-0.19613382322317263,0.17959252322317262,0.0,0.0165413
5342,2023-07-03 13:30:51.081638238,1,193.7,16.0,-0.37595744644634527,0.35918504644634525,0.0,0.0167724
5343,2023-07-03 13:30:51.081638238,2,193.7,14.0,-0.2707545820430158,0.25398218204301576,0.0,0.0167724
5344,2023-07-03 13:30:51.081638238,1,193.7,20.0,-0.15354599083772774,0.13677359083772775,0.0,0.0167724
5345,2023-07-03 13:30:51.081638238,2,193.7,7.0,-0.09708861803554472,0.08031621803554471,0.0,0.0167724
5346,2023-07-03 13:30:51.318312049,1,193.71,15.0,-0.27065838204301573,0.25398218204301576,0.0,0.0166762
5347,2023-07-03 13:30:51.318312049,1,193.71,21.0,-0.3758612464463452,0.35918504644634525,0.0,0.0166762
5348,2023-07-03 13:30:51.318339251,1,193.71,13.0,-0.1746106885640576,0.1480957885640667,0.009999999999990905,0.0165149
5349,2023-07-03 13:30:51.331450260,1,193.71,5.0,-0.05245780464463453,0.03591850464463453,0.0,0.0165393
5350,2023-07-03 13:30:51.348284294,2,193.71,8.0,-0.3738332088106713,0.3573846088106713,0.0,0.0164486
5351,2023-07-03 13:30:51.472191533,1,193.72,20.0,-0.27421336250200795,0.25776376250200794,0.0,0.0164496
5352,2023-07-03 13:30:51.472212811,1,193.72,11.0,-0.13559200293689044,0.11912820293689044,0.0,0.0164638
5353,2023-07-03 13:30:51.779243642,1,193.73,11.0,-0.19612842322317262,0.17959252322317262,0.0,0.0165359
5354,2023-07-03 13:30:51.780531268,1,193.735,22.0,-0.27609258204301124,0.25398218204301576,0.0049999999999954525,0.0171104
5355,2023-07-03 13:30:51.780531268,1,193.74,22.0,-0.09742661803554471,0.08031621803554471,0.0,0.0171104
5356,2023-07-03 13:30:51.780531268,1,193.75,10.0,-0.37629544644634527,0.35918504644634525,0.0,0.0171104
5357,2023-07-03 13:30:51.780531268,1,193.75,22.0,-0.19670292322317262,0.17959252322317262,0.0,0.0171104
5358,2023-07-03 13:30:51.780531268,1,193.75,23.0,-0.13182993635881163,0.10471953635882071,0.009999999999990905,0.0171104
5359,2023-07-03 13:30:51.813906352,1,193.74,15.0,-0.21610222322315442,0.17959252322317262,0.01999999999998181,0.0165097
5360,2023-07-03 13:30:51.813906352,1,193.74,6.0,-0.16350079102148968,0.12699109102150788,0.01999999999998181,0.0165097
5361,2023-07-03 13:30:51.814636656,1,193.74,24.0,-0.37260584556365905,0.33598684556367725,0.01999999999998181,0.016619
5363,2023-07-03 13:30:51.855150858,1,193.73,9.0,-0.10446970870314223,0.08798200870314223,0.0,0.0164877
5364,2023-07-03 13:30:51.930927252,1,193.73,6.0,-0.14594521023422125,0.12950601023422126,0.0,0.0164392
5365,2023-07-03 13:30:52.088906314,2,193.72,10.0,-0.15831967550017473,0.12180557550016448,0.020000000000010232,0.0165141
5366,2023-07-03 13:30:52.088906314,2,193.72,6.0,-0.25938256024597084,0.22286846024596063,0.020000000000010232,0.0165141
5367,2023-07-03 13:30:52.089726644,1,193.73,13.0,-0.19625292322317262,0.17959252322317262,0.0,0.0166604
5368,2023-07-03 13:30:52.089726644,1,193.73,10.0,-0.09849740928928838,0.07183700928926906,0.010000000000019327,0.0166604
5369,2023-07-03 13:30:52.089726644,2,193.74,5.0,-0.1870368272365729,0.1703764272365729,0.0,0.0166604
5370,2023-07-03 13:30:52.382255748,2,193.71,9.0,-0.8297066803554382,0.8031621803554473,0.009999999999990905,0.0165445
5371,2023-07-03 13:30:52.587622343,1,193.69,5.0,-0.2561011113272376,0.23960631132723764,0.0,0.0164948
5372,2023-07-03 13:30:52.879552076,1,193.68,14.0,-0.4287871507982094,0.40238345079821847,0.009999999999990905,0.0164037
5373,2023-07-03 13:30:52.879654518,1,193.68,23.0,-0.3011697341230877,0.27472373412309675,0.009999999999990905,0.016446
5374,2023-07-03 13:30:52.879660915,1,193.68,10.0,-0.17045981857852902,0.14367401857853812,0.009999999999990905,0.0167858
5375,2023-07-03 13:30:52.879660915,1,193.68,24.0,-0.10710201803553562,0.08031621803554471,0.009999999999990905,0.0167858
5376,2023-07-03 13:30:52.879660915,1,193.68,20.0,-0.06270430464462544,0.03591850464463453,0.009999999999990905,0.0167858
5377,2023-07-03 13:30:52.879660915,1,193.68,10.0,-0.21684866151003365,0.19006286151004276,0.009999999999990905,0.0167858
5378,2023-07-03 13:30:52.879695521,1,193.68,5.0,-0.38112781568888027,0.35466681568888936,0.009999999999990905,0.016461
5379,2023-07-03 13:30:52.879779680,1,193.68,5.0,-0.33659296305133823,0.31002476305134735,0.009999999999990905,0.0165682
5380,2023-07-03 13:30:53.061423597,1,193.67,5.0,-0.06293330464465385,0.03591850464463453,0.010000000000019327,0.0170148
5381,2023-07-03 13:30:53.061423597,1,193.67,16.0,-0.5349791640860508,0.5079643640860315,0.010000000000019327,0.0170148
5382,2023-07-03 13:30:53.566284961,1,193.67,13.0,-0.07869777497640569,0.062212674976405695,0.0,0.0164851
5383,2023-07-03 13:30:53.566305833,1,193.67,6.0,-0.37018004469815835,0.35375624469815836,0.0,0.0164238
5385,2023-07-03 13:30:53.630835754,1,193.68,7.0,-0.23354937146194457,0.21700247146194457,0.0,0.0165469
5386,2023-07-03 13:30:53.630844142,1,193.68,10.0,-0.1484491130547133,0.13197301305471332,0.0,0.0164761
5387,2023-07-03 13:30:54.079294587,1,193.66,13.0,-0.06251050464462543,0.03591850464463453,0.009999999999990905,0.016592
5388,2023-07-03 13:30:54.079393609,1,193.65,10.0,-0.05199091820429248,0.025398218204301576,0.009999999999990905,0.0165927
5389,2023-07-03 13:30:54.448396161,2,193.65,19.0,-0.11822967804102316,0.09157457804103226,0.009999999999990905,0.0166551
5390,2023-07-03 13:30:54.448396161,1,193.65,20.0,-0.28063728204300664,0.25398218204301576,0.009999999999990905,0.0166551
5391,2023-07-03 13:30:54.455668933,2,193.65,22.0,-0.27060568204301577,0.25398218204301576,0.0,0.0166235
5392,2023-07-03 13:30:54.455668933,1,193.65,6.0,-0.27060568204301577,0.25398218204301576,0.0,0.0166235
5393,2023-07-03 13:30:54.455668933,1,193.65,11.0,-0.37580854644634526,0.35918504644634525,0.0,0.0166235
5395,2023-07-03 13:30:54.481520478,2,193.65,19.0,-0.28049298204300666,0.25398218204301576,0.009999999999990905,0.0165108
5396,2023-07-03 13:30:54.481546647,2,193.65,7.0,-0.5350331231892558,0.5085989231892649,0.009999999999990905,0.0164342
5397,2023-07-03 13:30:54.482501026,1,193.65,20.0,-0.27044468204301575,0.25398218204301576,0.0,0.0164625
5398,2023-07-03 13:30:54.527269221,2,193.65,9.0,-0.2449160341967164,0.21848373419672548,0.009999999999990905,0.0164323
5399,2023-07-03 13:30:54.527504501,1,193.65,14.0,-0.12149913075501229,0.09503143075502138,0.009999999999990905,0.0164677
5400,2023-07-03 13:30:54.539203409,1,193.65,11.0,-0.11464810870313313,0.08798200870314223,0.009999999999990905,0.0166661
5401,2023-07-03 13:30:54.539203409,1,193.65,14.0,-0.2806482820430067,0.25398218204301576,0.009999999999990905,0.0166661
5402,2023-07-03 13:30:54.539222995,1,193.65,16.0,-0.07722323640859405,0.05079643640860315,0.009999999999990905,0.0164268
5403,2023-07-03 13:30:54.540169315,1,193.65,10.0,-0.27047308204301573,0.25398218204301576,0.0,0.0164909
5404,2023-07-03 13:30:54.547999821,1,193.65,6.0,-0.28043908204300666,0.25398218204301576,0.009999999999990905,0.0164569
5405,2023-07-03 13:30:54.548025186,1,193.65,21.0,-0.3664963779443183,0.3500902779443183,0.0,0.0164061
5406,2023-07-03 13:30:54.548979999,1,193.65,5.0,-0.27056968204301574,0.25398218204301576,0.0,0.0165875
5407,2023-07-03 13:30:54.548979999,1,193.65,11.0,-0.19618002322317263,0.17959252322317262,0.0,0.0165875
5408,2023-07-03 13:30:54.550478099,2,193.65,7.0,-0.22318825225719502,0.1967337522572041,0.009999999999990905,0.0164545
5409,2023-07-03 13:30:54.550507230,1,193.65,12.0,-0.18704593607108033,0.16063243607108943,0.009999999999990905,0.0164135
5410,2023-07-03 13:30:54.550512539,1,193.65,10.0,-0.18704373607108032,0.16063243607108943,0.009999999999990905,0.0164113
5411,2023-07-03 13:30:54.555998997,2,193.65,19.0,-0.28041028204300666,0.25398218204301576,0.009999999999990905,0.0164281
5412,2023-07-03 13:30:54.556045038,1,193.65,10.0,-0.27037118204301575,0.25398218204301576,0.0,0.016389
5413,2023-07-03 13:30:54.556445001,1,193.65,10.0,-0.27039698204301577,0.25398218204301576,0.0,0.0164148
5414,2023-07-03 13:30:54.556875539,2,193.65,12.0,-0.05234220464463453,0.03591850464463453,0.0,0.0164237
5415,2023-07-03 13:30:54.556964247,1,193.65,20.0,-0.26788993251244164,0.25142953251244166,0.0,0.0164604
5416,2023-07-03 13:30:54.558247361,1,193.65,12.0,-0.23439467577919212,0.20789337577920122,0.009999999999990905,0.0165013
5417,2023-07-03 13:30:54.558584773,1,193.64,6.0,-0.08872827497642502,0.062212674976405695,0.010000000000019327,0.0165156
5418,2023-07-03 13:30:54.699401104,1,193.63,20.0,-0.06240730464462543,0.03591850464463453,0.009999999999990905,0.0164888
5419,2023-07-03 13:30:54.699898653,2,193.62,6.0,-0.20608542322316353,0.17959252322317262,0.009999999999990905,0.0164929
5420,2023-07-03 13:30:54.700222620,1,193.61,21.0,-0.10682721803553562,0.08031621803554471,0.009999999999990905,0.016511
5421,2023-07-03 13:30:54.706732330,2,193.63,16.0,-0.11519137612860206,0.09836687612860205,0.0,0.0168245
5422,2023-07-03 13:30:54.706764462,1,193.63,12.0,-0.15566397030934326,0.13911177030934327,0.0,0.0165522
5423,2023-07-03 13:30:55.208579594,1,193.62,16.0,-0.2806019820430067,0.25398218204301576,0.009999999999990905,0.0166198
5424,2023-07-03 13:30:55.208579594,2,193.62,21.0,-0.2806019820430067,0.25398218204301576,0.009999999999990905,0.0166198
5425,2023-07-03 13:30:55.209451411,2,193.62,4.0,-0.27040418204301575,0.25398218204301576,0.0,0.016422
5426,2023-07-03 13:30:55.209855854,2,193.63,8.0,-0.3747673585620261,0.3582859585620261,0.0,0.0164814
5427,2023-07-03 13:30:55.210132422,2,193.63,19.0,-0.04206041820430158,0.025398218204301576,0.0,0.0166622
5428,2023-07-03 13:30:55.210132422,1,193.63,16.0,-0.2706443820430158,0.25398218204301576,0.0,0.0166622
5429,2023-07-03 13:30:55.386154198,1,193.64,4.0,-0.3571939544731458,0.3407528544731458,0.0,0.0164411
5430,2023-07-03 13:30:55.386175503,1,193.64,21.0,-0.13002408482438194,0.11358428482438193,0.0,0.0164398
5431,2023-07-03 13:30:55.663184213,1,193.67,10.0,-0.27060048204301573,0.25398218204301576,0.0,0.0166183
5432,2023-07-03 13:30:55.663184213,1,193.67,20.0,-0.29829816619255883,0.28167986619255886,0.0,0.0166183
5433,2023-07-03 13:30:55.663206350,2,193.67,7.0,-0.23936196024596063,0.22286846024596063,0.0,0.0164935
5434,2023-07-03 13:30:55.666488998,1,193.68,19.0,-0.37572494644634524,0.35918504644634525,0.0,0.0165399
5435,2023-07-03 13:30:55.666514867,1,193.68,7.0,-0.12180533075501229,0.09503143075502138,0.009999999999990905,0.0167739
5436,2023-07-03 13:30:55.673348809,1,193.69,13.0,-0.04186301820430158,0.025398218204301576,0.0,0.0164648
5437,2023-07-03 13:30:55.679168967,1,193.69,13.0,-0.28061388204300663,0.25398218204301576,0.009999999999990905,0.0166317
5438,2023-07-03 13:30:55.679168967,2,193.69,12.0,-0.2621650860920377,0.23553338609204677,0.009999999999990905,0.0166317
5439,2023-07-03 13:30:55.679168967,1,193.69,11.0,-0.06255020464462543,0.03591850464463453,0.009999999999990905,0.0166317
5440,2023-07-03 13:30:56.637151799,2,193.67,10.0,-0.37568684644634526,0.35918504644634525,0.0,0.0165018
5441,2023-07-03 13:30:56.714597400,1,193.67,17.0,-0.19614112322317262,0.17959252322317262,0.0,0.0165486
5442,2023-07-03 13:30:56.714597400,1,193.67,14.0,-0.3276119748820285,0.31106337488202845,0.0,0.0165486
5443,2023-07-03 13:30:58.426081886,1,193.69,15.0,-0.07320924241219097,0.056792142412190966,0.0,0.0164171
5444,2023-07-03 13:30:58.426103743,1,193.69,14.0,-0.3711459156888894,0.35466681568888936,0.0,0.0164791
5445,2023-07-03 13:30:58.426103743,1,193.69,11.0,-0.05239760464463453,0.03591850464463453,0.0,0.0164791
5446,2023-07-03 13:30:58.428245703,2,193.7,5.0,-0.37561654644634523,0.35918504644634525,0.0,0.0164315
5447,2023-07-03 13:30:58.434779272,1,193.71,8.0,-0.18104196638366066,0.16459926638366065,0.0,0.0164427
5448,2023-07-03 13:30:58.434817326,1,193.72,8.0,-0.27076158204301576,0.25398218204301576,0.0,0.0167794
5449,2023-07-03 13:30:58.434817326,1,193.72,6.0,-0.37596444644634525,0.35918504644634525,0.0,0.0167794
5450,2023-07-03 13:30:58.434817326,2,193.72,8.0,-0.19637192322317262,0.17959252322317262,0.0,0.0167794
5451,2023-07-03 13:30:58.434817326,1,193.72,17.0,-0.37596444644634525,0.35918504644634525,0.0,0.0167794
5452,2023-07-03 13:30:58.441305844,1,193.72,18.0,-0.08323914241218187,0.056792142412190966,0.009999999999990905,0.016447
5453,2023-07-03 13:30:59.008073000,1,193.71,10.0,-0.06242080464462543,0.03591850464463453,0.009999999999990905,0.0165023
5455,2023-07-03 13:30:59.558542092,2,193.71,17.0,-0.37576644644634527,0.35918504644634525,0.0,0.0165814
5456,2023-07-03 13:30:59.558542092,1,193.71,21.0,-0.2705635820430158,0.25398218204301576,0.0,0.0165814
5457,2023-07-03 13:30:59.568901065,2,193.72,7.0,-0.2958398002473174,0.27938040024731736,0.0,0.0164594
5458,2023-07-03 13:30:59.568925810,1,193.72,11.0,-0.2422540012532364,0.2257443012532364,0.0,0.0165097
5459,2023-07-03 13:31:00.763021747,2,193.71,18.0,-0.07256300464461635,0.03591850464463453,0.01999999999998181,0.0166445
5460,2023-07-03 13:31:00.763021747,1,193.71,8.0,-0.2906266820429976,0.25398218204301576,0.01999999999998181,0.0166445
5461,2023-07-03 13:31:00.770929083,1,193.71,11.0,-0.18172326638366065,0.16459926638366065,0.0,0.017124
5462,2023-07-03 13:31:00.770929083,1,193.71,10.0,-0.19671652322317262,0.17959252322317262,0.0,0.017124
5463,2023-07-03 13:31:00.770929083,1,193.71,9.0,-0.3763090464463452,0.35918504644634525,0.0,0.017124
5464,2023-07-03 13:31:00.770929083,1,193.72,7.0,-0.19671652322317262,0.17959252322317262,0.0,0.017124
5465,2023-07-03 13:31:00.770929083,2,193.72,17.0,-0.18172326638366065,0.16459926638366065,0.0,0.017124
5466,2023-07-03 13:31:00.770929083,1,193.72,16.0,-0.3763090464463452,0.35918504644634525,0.0,0.017124
5467,2023-07-03 13:31:00.770929083,1,193.72,19.0,-0.23113319056125942,0.21400919056125942,0.0,0.017124
5468,2023-07-03 13:31:01.064725897,1,193.7,21.0,-0.16323129083774707,0.13677359083772775,0.010000000000019327,0.0164577
5470,2023-07-03 13:31:01.064773181,1,193.7,9.0,-0.06251190464465387,0.03591850464463453,0.010000000000019327,0.0165934
5471,2023-07-03 13:31:01.069195050,1,193.71,20.0,-0.18102176638366066,0.16459926638366065,0.0,0.0164225
5472,2023-07-03 13:31:01.069216496,1,193.71,11.0,-0.08842910928926906,0.07183700928926906,0.0,0.0165921
5473,2023-07-03 13:31:01.069216496,2,193.71,15.0,-0.37577714644634524,0.35918504644634525,0.0,0.0165921
5474,2023-07-03 13:31:01.901883840,2,193.71,14.0,-0.062458504644625434,0.03591850464463453,0.009999999999990905,0.01654
5475,2023-07-03 13:31:01.907056212,1,193.705,10.0,-0.299628640618682,0.27822354061868654,0.0049999999999954525,0.0164051
5476,2023-07-03 13:31:02.446525676,1,193.7,12.0,-0.290504382043026,0.25398218204301576,0.020000000000010232,0.0165222
5477,2023-07-03 13:31:02.753619459,1,193.72,5.0,-0.27098668204301574,0.25398218204301576,0.0,0.0170045
5478,2023-07-03 13:31:02.753619459,1,193.72,14.0,-0.27098668204301574,0.25398218204301576,0.0,0.0170045
5479,2023-07-03 13:31:02.753619459,2,193.72,14.0,-0.27098668204301574,0.25398218204301576,0.0,0.0170045
5480,2023-07-03 13:31:02.753619459,2,193.72,19.0,-0.3761895464463452,0.35918504644634525,0.0,0.0170045
5481,2023-07-03 13:31:02.753619459,1,193.72,20.0,-0.3761895464463452,0.35918504644634525,0.0,0.0170045
5482,2023-07-03 13:31:02.753619459,1,193.72,16.0,-0.3761895464463452,0.35918504644634525,0.0,0.0170045
5483,2023-07-03 13:31:02.986843586,1,193.72,19.0,-0.07244360464464476,0.03591850464463453,0.020000000000010232,0.0165251
5484,2023-07-03 13:31:02.987628209,2,193.72,5.0,-0.1509244499528023,0.12442534995281139,0.009999999999990905,0.0164991
5485,2023-07-03 13:31:03.079375088,2,193.71,19.0,-0.2904550820429976,0.25398218204301576,0.01999999999998181,0.0164729
5486,2023-07-03 13:31:03.087857051,1,193.71,18.0,-0.1510233499528023,0.12442534995281139,0.009999999999990905,0.016598
5487,2023-07-03 13:31:03.088204598,1,193.7,19.0,-0.08865927497642502,0.062212674976405695,0.010000000000019327,0.0164466
5488,2023-07-03 13:31:03.136411785,1,193.7,14.0,-0.16091474995282162,0.12442534995281139,0.020000000000010232,0.0164894
5491,2023-07-03 13:31:03.299059870,1,193.71,17.0,-0.19103086638365155,0.16459926638366065,0.009999999999990905,0.0164316
5492,2023-07-03 13:31:04.603037166,1,193.73,5.0,-0.06760053640860315,0.05079643640860315,0.0,0.0168041
5493,2023-07-03 13:31:04.649641058,1,193.73,11.0,-0.08329684241221029,0.056792142412190966,0.010000000000019327,0.0165047
5494,2023-07-03 13:31:05.532241540,1,193.73,10.0,-0.27060288204301575,0.25398218204301576,0.0,0.0166207
5495,2023-07-03 13:31:05.532241540,1,193.73,9.0,-0.27060288204301575,0.25398218204301576,0.0,0.0166207
5496,2023-07-03 13:31:05.532241540,2,193.73,17.0,-0.27060288204301575,0.25398218204301576,0.0,0.0166207
5497,2023-07-03 13:31:05.532850314,1,193.74,19.0,-0.09713351803554471,0.08031621803554471,0.0,0.0168173
5498,2023-07-03 13:31:05.532850314,1,193.74,11.0,-0.06080830435157111,0.04399100435157111,0.0,0.0168173
5499,2023-07-03 13:31:05.532850314,1,193.74,6.0,-0.27079948204301574,0.25398218204301576,0.0,0.0168173
5500,2023-07-03 13:31:05.532851901,1,193.74,5.0,-0.15364969102149878,0.12699109102150788,0.009999999999990905,0.0166586
5501,2023-07-03 13:31:05.533123010,2,193.75,8.0,-0.19642802322317263,0.17959252322317262,0.0,0.0168355
5502,2023-07-03 13:31:05.533123010,1,193.75,19.0,-0.27081768204301576,0.25398218204301576,0.0,0.0168355
5503,2023-07-03 13:31:05.533123010,1,193.75,12.0,-0.5247998640860315,0.5079643640860315,0.0,0.0168355
5504,2023-07-03 13:31:05.533123010,1,193.75,14.0,-0.27081768204301576,0.25398218204301576,0.0,0.0168355
5505,2023-07-03 13:31:05.533790764,1,193.76,9.0,-0.06725983640860315,0.05079643640860315,0.0,0.0164634
5506,2023-07-03 13:31:05.534149994,2,193.77,18.0,-0.19647592322317262,0.17959252322317262,0.0,0.0168834
5507,2023-07-03 13:31:05.534149994,1,193.77,15.0,-0.1891424968449926,0.1722590968449926,0.0,0.0168834
5508,2023-07-03 13:31:05.534156450,1,193.77,12.0,-0.1960028232231726,0.17959252322317262,0.0,0.0164103
5509,2023-07-03 13:31:05.534207161,1,193.77,11.0,-0.06733833640860315,0.05079643640860315,0.0,0.0165419
5510,2023-07-03 13:31:05.534310462,1,193.77,19.0,-0.33753397488201936,0.31106337488202845,0.009999999999990905,0.0164706
5511,2023-07-03 13:31:05.534519609,1,193.77,20.0,-0.213226924929208,0.1866380249292171,0.009999999999990905,0.0165889
5512,2023-07-03 13:31:05.534548032,1,193.77,12.0,-0.38200815486021295,0.35557505486022206,0.009999999999990905,0.0164331
5513,2023-07-03 13:31:05.534643137,2,193.77,17.0,-0.38567104644633615,0.35918504644634525,0.009999999999990905,0.016486
5514,2023-07-03 13:31:05.534714229,2,193.77,9.0,-0.19604392322317263,0.17959252322317262,0.0,0.0164514
5515,2023-07-03 13:31:05.536419114,2,193.77,18.0,-0.3758555464463452,0.35918504644634525,0.0,0.0166705
5516,2023-07-03 13:31:05.536419114,1,193.77,16.0,-0.27065268204301574,0.25398218204301576,0.0,0.0166705
5517,2023-07-03 13:31:05.536419710,1,193.77,14.0,-0.46652094351570195,0.43991004351571106,0.009999999999990905,0.0166109
5518,2023-07-03 13:31:05.745519327,2,193.75,7.0,-0.18012501857854835,0.14367401857853812,0.020000000000010232,0.016451
5519,2023-07-03 13:31:05.745550921,2,193.75,19.0,-0.07240420464464475,0.03591850464463453,0.020000000000010232,0.0164857
5520,2023-07-03 13:31:05.914016142,1,193.73,7.0,-0.06238070464465385,0.03591850464463453,0.010000000000019327,0.0164622
5522,2023-07-03 13:31:06.098613994,1,193.74,13.0,-0.5243912640860315,0.5079643640860315,0.0,0.0164269
5523,2023-07-03 13:31:06.098698667,1,193.73,8.0,-0.21617662322318287,0.17959252322317262,0.020000000000010232,0.0165841
5524,2023-07-03 13:31:06.098698667,1,193.73,19.0,-0.290566282043026,0.25398218204301576,0.020000000000010232,0.0165841
5525,2023-07-03 13:31:06.487988107,1,193.73,13.0,-0.27045608204301574,0.25398218204301576,0.0,0.0164739
5526,2023-07-03 13:31:06.488579320,2,193.74,5.0,-0.27088718204301576,0.25398218204301576,0.0,0.016905
5527,2023-07-03 13:31:06.488579320,1,193.74,12.0,-0.19649752322317263,0.17959252322317262,0.0,0.016905
5528,2023-07-03 13:31:06.488579320,1,193.74,19.0,-0.11488700870313313,0.08798200870314223,0.009999999999990905,0.016905
5529,2023-07-03 13:31:06.488606410,1,193.75,5.0,-0.19620732322317264,0.17959252322317262,0.0,0.0166148
5530,2023-07-03 13:31:06.488606410,1,193.75,19.0,-0.18121406638366067,0.16459926638366065,0.0,0.0166148
5531,2023-07-03 13:31:06.489868227,1,193.75,5.0,-0.17299663194905823,0.15656513194905822,0.0,0.0164315
5532,2023-07-03 13:31:06.489889384,2,193.75,10.0,-0.06724453640860314,0.05079643640860315,0.0,0.0164481
5533,2023-07-03 13:31:06.765256717,2,193.76,10.0,-0.19636562322317264,0.17959252322317262,0.0,0.0167731
5534,2023-07-03 13:31:06.765256717,2,193.76,15.0,-0.37595814644634523,0.35918504644634525,0.0,0.0167731
5535,2023-07-03 13:31:06.765256717,1,193.76,17.0,-0.18137236638366067,0.16459926638366065,0.0,0.0167731
5536,2023-07-03 13:31:06.765256717,1,193.76,8.0,-0.37595814644634523,0.35918504644634525,0.0,0.0167731
5537,2023-07-03 13:31:06.765290654,1,193.76,17.0,-0.1537029910215272,0.12699109102150788,0.010000000000019327,0.0167119
5538,2023-07-03 13:31:07.131152701,2,193.74,15.0,-0.062452204644625434,0.03591850464463453,0.009999999999990905,0.0165337
5539,2023-07-03 13:31:07.135780141,1,193.73,11.0,-0.27076068204301573,0.25398218204301576,0.0,0.0167785
5540,2023-07-03 13:31:07.135780141,1,193.73,10.0,-0.19637102322317262,0.17959252322317262,0.0,0.0167785
5541,2023-07-03 13:31:07.241450126,1,193.74,16.0,-0.27056058204301575,0.25398218204301576,0.0,0.0165784
5542,2023-07-03 13:31:07.241450126,1,193.74,5.0,-0.27056058204301575,0.25398218204301576,0.0,0.0165784
5543,2023-07-03 13:31:07.242090411,1,193.75,8.0,-0.13007038482438193,0.11358428482438193,0.0,0.0164861
5544,2023-07-03 13:31:07.242605290,1,193.76,15.0,-0.09700211803554472,0.08031621803554471,0.0,0.0166859
5545,2023-07-03 13:31:07.242605290,1,193.76,7.0,-0.19627842322317263,0.17959252322317262,0.0,0.0166859
5546,2023-07-03 13:31:07.242605290,1,193.77,6.0,-0.17731833607108943,0.16063243607108943,0.0,0.0166859
5547,2023-07-03 13:31:07.355001855,1,193.75,12.0,-0.3856196464463362,0.35918504644634525,0.009999999999990905,0.0164346
5548,2023-07-03 13:31:07.877418286,1,193.73,6.0,-0.07240910464464476,0.03591850464463453,0.020000000000010232,0.0164906
5549,2023-07-03 13:31:07.881677488,1,193.73,6.0,-0.27050518204301577,0.25398218204301576,0.0,0.016523
5550,2023-07-03 13:31:08.068607097,1,193.74,9.0,-0.27074178204301574,0.25398218204301576,0.0,0.0167596
5551,2023-07-03 13:31:08.068607097,1,193.74,11.0,-0.11179103075502138,0.09503143075502138,0.0,0.0167596
5552,2023-07-03 13:31:08.068607097,2,193.74,7.0,-0.042157818204301575,0.025398218204301576,0.0,0.0167596
5553,2023-07-03 13:31:08.068607097,2,193.74,19.0,-0.08897227497639659,0.062212674976405695,0.009999999999990905,0.0167596
5554,2023-07-03 13:31:08.073019883,1,193.75,8.0,-0.060477304351571115,0.04399100435157111,0.0,0.0164863
5555,2023-07-03 13:31:08.073108028,1,193.76,17.0,-0.37576064644634527,0.35918504644634525,0.0,0.0165756
5556,2023-07-03 13:31:08.073108028,2,193.76,10.0,-0.19616812322317262,0.17959252322317262,0.0,0.0165756
5557,2023-07-03 13:31:08.251990621,2,193.77,9.0,-0.2136836522572041,0.1967337522572041,0.0,0.0169499
5559,2023-07-03 13:31:08.251990621,1,193.77,18.0,-0.2709320820430158,0.25398218204301576,0.0,0.0169499
5560,2023-07-03 13:31:08.252308151,1,193.76,19.0,-0.290561482043026,0.25398218204301576,0.020000000000010232,0.0165793
5561,2023-07-03 13:31:08.252308151,1,193.76,9.0,-0.09879197497641592,0.062212674976405695,0.020000000000010232,0.0165793
5562,2023-07-03 13:31:08.252308151,1,193.76,8.0,-0.3957643464463555,0.35918504644634525,0.020000000000010232,0.0165793
5563,2023-07-03 13:31:09.046411403,1,193.74,13.0,-0.07235770464461634,0.03591850464463453,0.01999999999998181,0.0164392
5564,2023-07-03 13:31:09.357159962,1,193.72,6.0,-0.28047118204300664,0.25398218204301576,0.009999999999990905,0.016489
5565,2023-07-03 13:31:09.377228893,1,193.7,12.0,-0.07041680435159044,0.04399100435157111,0.010000000000019327,0.0164258
5566,2023-07-03 13:31:09.377852827,1,193.69,13.0,-0.15593341023421217,0.12950601023422126,0.009999999999990905,0.0164274
5567,2023-07-03 13:31:09.378027752,1,193.69,8.0,-0.15592411023421215,0.12950601023422126,0.009999999999990905,0.0164181
5568,2023-07-03 13:31:09.378706627,1,193.69,6.0,-0.15595941023421217,0.12950601023422126,0.009999999999990905,0.0164534
5569,2023-07-03 13:31:09.380510905,1,193.7,16.0,-0.2707872820430158,0.25398218204301576,0.0,0.0168051
